day_of_year,solar_flux_w_m2,eclipse_duration_min,eclipse_fraction,beta_angle_deg,incidence_angle_deg,t_sunlit_c,t_eclipse_min_c,t_orbital_avg_c
194,1317.0790603443584,0.0,0.0,21.836875353865963,68.16312464613404,35.533673643868326,35.533673643868326,35.533673643868326
195,1317.1923465459329,0.0,0.0,21.68662036800353,68.31337963199647,35.5402938225069,35.5402938225069,35.5402938225069
196,1317.3182978298134,0.0,0.0,21.529947962270036,68.47005203772997,35.54765361872478,35.54765361872478,35.54765361872478
197,1317.4568823627544,0.0,0.0,21.366904498550948,68.63309550144905,35.55575101389019,35.55575101389019,35.55575101389019
198,1317.608065101125,0.0,0.0,21.197538224030303,68.80246177596969,35.56458378654503,35.56458378654503,35.56458378654503
199,1317.7718077947782,0.0,0.0,21.021899256913574,68.97810074308643,35.57414951286523,35.57414951286523,35.57414951286523
200,1317.9480689913034,0.0,0.0,20.840039571596886,69.15996042840311,35.58444556716472,35.58444556716472,35.58444556716472
201,1318.13680404066,0.0,0.0,20.65201298328696,69.34798701671305,35.59546912244156,35.59546912244156,35.59546912244156
202,1318.3379651001992,0.0,0.0,20.457875132076342,69.54212486792366,35.6072171509673,35.6072171509673,35.6072171509673
203,1318.551501140084,0.0,0.0,20.257683466478582,69.74231653352142,35.61968642491911,35.61968642491911,35.61968642491911
204,1318.7773579491068,0.0,0.0,20.051497226428307,69.94850277357169,35.632873517054406,35.632873517054406,35.632873517054406
205,1319.0154781409246,0.0,0.0,19.839377425751156,70.16062257424885,35.64677480142984,35.64677480142984,35.64677480142984
206,1319.2658011607055,0.0,0.0,19.62138683410884,70.37861316589115,35.661386454162255,35.661386454162255,35.661386454162255
207,1319.5282632922,0.0,0.0,19.397589958424554,70.60241004157544,35.67670445423329,35.67670445423329,35.67670445423329
208,1319.8027976652536,0.0,0.0,19.16805302379435,70.83194697620564,35.69272458433795,35.69272458433795,35.69272458433795
209,1320.0893342637555,0.0,0.0,18.93284395389009,71.06715604610991,35.7094424317761,35.7094424317761,35.7094424317761
210,1320.3877999340423,0.0,0.0,18.6920323508597,71.30796764914031,35.7268533893876,35.7268533893876,35.7268533893876
211,1320.6981183937648,0.0,0.0,18.445689474730813,71.55431052526919,35.74495265653172,35.74495265653172,35.74495265653172
212,1321.0202102412263,0.0,0.0,18.193888222323746,71.80611177767626,35.763735240109895,35.763735240109895,35.763735240109895
213,1321.3539929651995,0.0,0.0,17.93670310568017,72.06329689431985,35.783195955632664,35.783195955632664,35.783195955632664
214,1321.6993809552434,0.0,0.0,17.67421023001383,72.32578976998616,35.80332942833087,35.80332942833087,35.80332942833087
215,1322.056285512519,0.0,0.0,17.40648727118973,72.59351272881027,35.82413009431093,35.82413009431093,35.82413009431093
216,1322.4246148611235,0.0,0.0,17.133613452738622,72.86638654726138,35.845592201754584,35.845592201754584,35.845592201754584
217,1322.8042741599465,0.0,0.0,16.855669522413514,73.14433047758648,35.86770981216284,35.86770981216284,35.86770981216284
218,1323.1951655150708,0.0,0.0,16.572737728295095,73.42726227170492,35.890476801645036,35.890476801645036,35.890476801645036
219,1323.5971879927215,0.0,0.0,16.28490179445315,73.71509820554685,35.913886862252184,35.913886862252184,35.913886862252184
220,1324.0102376327782,0.0,0.0,15.992246896171347,74.00775310382865,35.93793350335551,35.93793350335551,35.93793350335551
221,1324.4342074628635,0.0,0.0,15.69485963474247,74.30514036525753,35.96261005306974,35.96261005306974,35.96261005306974
222,1324.8689875130176,0.0,0.0,15.392828011841647,74.60717198815836,35.98790965972131,35.98790965972131,35.98790965972131
